2.61527e-06,6.65304e-06,0,0.000234606,0.000596132,0,0.0139844,0.0354515,0
2.0718e-05,5.25225e-05,0,0.000926201,0.00234253,0,0.0274207,0.0690215,0
6.92381e-05,0.000174911,0,0.00205665,0.00517703,0,0.0403169,0.100743,0
0.000162506,0.000409069,0,0.00360809,0.0090386,0,0.0526812,0.130651,0
0.000314259,0.00078823,0,0.00556291,0.0138673,0,0.0645216,0.158778,0
0.000537656,0.00134365,0,0.00790379,0.0196044,0,0.0758461,0.185157,0
0.000845279,0.00210464,0,0.0106137,0.0261921,0,0.0866628,0.209823,0
0.00124915,0.00309861,0,0.0136758,0.0335739,0,0.0969797,0.232808,0
0.00176073,0.0043511,0,0.0170735,0.0416943,0,0.106805,0.254147,0
0.00239093,0.00588583,0,0.0207907,0.0504991,0,0.116146,0.273874,0
0.00315014,0.00772472,0,0.0248113,0.059935,0,0.125012,0.292021,0
0.00404822,0.00988793,0,0.0291197,0.06995,0,0.133411,0.308622,0
0.00509448,0.0123939,0,0.0337003,0.080493,0,0.141349,0.323711,0
0.00629776,0.0152594,0,0.038538,0.0915142,0,0.148837,0.337321,0
0.00766637,0.0184996,0,0.0436178,0.102965,0,0.155881,0.349487,0
0.00920814,0.022128,0,0.0489252,0.114798,0,0.162489,0.360241,0
0.0109304,0.0261565,0,0.0544457,0.126966,0,0.16867,0.369617,0
0.0128401,0.0305956,0,0.0601652,0.139424,0,0.174432,0.377649,0
0.0149435,0.0354542,0,0.0660699,0.152128,0,0.179783,0.38437,0
0.0172466,0.0407397,0,0.0721463,0.165034,0,0.184731,0.389814,0
0.019755,0.0464583,0,0.0783809,0.178102,0,0.189283,0.394015,0
0.0224736,0.0526145,0,0.0847608,0.191289,0,0.193448,0.397006,0
0.0254072,0.0592117,0,0.0912733,0.204556,0,0.197235,0.398821,0
0.0285599,0.066252,0,0.0979057,0.217864,0,0.20065,0.399493,0
0.0319354,0.073736,0,0.104646,0.231176,0,0.203703,0.399056,0
0.0355373,0.0816634,0,0.111482,0.244456,0,0.2064,0.397543,0
0.0393685,0.0900323,0,0.118402,0.257667,0,0.208751,0.394988,0
0.0434316,0.0988401,0,0.125395,0.270777,0,0.210763,0.391425,0
0.0477288,0.108083,0,0.132449,0.283752,0,0.212444,0.386887,0
0.0522621,0.117755,0,0.139554,0.296559,0,0.213803,0.381408,0
0.0570329,0.127851,0,0.146699,0.309169,0,0.214847,0.375022,0
0.0620424,0.138364,0,0.153874,0.321551,0,0.215584,0.367761,0
0.0672914,0.149285,0,0.161068,0.333677,0,0.216023,0.35966,0
0.0727804,0.160606,0,0.168272,0.345519,0,0.216172,0.350752,0
0.0785095,0.172316,0,0.175477,0.357052,0,0.216038,0.341071,0
0.0844787,0.184405,0,0.182672,0.368249,0,0.215629,0.33065,0
0.0906875,0.196862,0,0.189849,0.379087,0,0.214955,0.319523,0
0.097135,0.209674,0,0.196999,0.389543,0,0.214022,0.307724,0
0.10382,0.222827,0,0.204114,0.399595,0,0.212839,0.295285,0
0.110742,0.236309,0,0.211186,0.409222,0,0.211413,0.282241,0
0.117899,0.250104,0,0.218206,0.418405,0,0.209754,0.268626,0
0.125289,0.264197,0,0.225167,0.427124,0,0.207868,0.254472,0
0.132909,0.278573,0,0.232061,0.435364,0,0.205765,0.239814,0
0.140758,0.293216,0,0.238882,0.443107,0,0.203451,0.224685,0
0.148834,0.308108,0,0.245623,0.450338,0,0.200936,0.209118,0
0.157132,0.323232,0,0.252276,0.457044,0,0.198227,0.193148,0
0.165651,0.338572,0,0.258836,0.46321,0,0.195332,0.176807,0
0.174387,0.354107,0,0.265296,0.468827,0,0.192259,0.16013,0
0.183336,0.36982,0,0.271651,0.473882,0,0.189016,0.143149,0
0.192496,0.385693,0,0.277895,0.478367,0,0.185612,0.1259,0
0.201861,0.401705,0,0.284023,0.482273,0,0.182054,0.108414,0
0.211429,0.417838,0,0.290031,0.485593,0,0.178351,0.0907259,0
0.221195,0.434071,0,0.295912,0.48832,0,0.17451,0.0728691,0
0.231155,0.450386,0,0.301663,0.490449,0,0.17054,0.0548772,0
0.241305,0.466761,0,0.30728,0.491977,0,0.166448,0.0367838,0
0.251639,0.483178,0,0.312758,0.492901,0,0.162243,0.0186224,0
0.262154,0.499615,0,0.318095,0.493218,0,0.157932,0.000426604,0
0.272844,0.516052,0,0.323286,0.492929,0,0.153524,-0.01777,0
0.283705,0.53247,0,0.328329,0.492034,0,0.149027,-0.0359337,0
0.294731,0.548848,0,0.33322,0.490534,0,0.144449,-0.0540311,0
0.305918,0.565165,0,0.337958,0.488433,0,0.139798,-0.0720285,0
0.31726,0.581403,0,0.34254,0.485734,0,0.135082,-0.0898923,0
0.328752,0.597541,0,0.346963,0.482442,0,0.130308,-0.107589,0
0.340389,0.613559,0,0.351226,0.478563,0,0.125486,-0.125085,0
